peak_id,chromosome,start_pos,end_pos
Peak_4167,chr9,90117,195901
Peak_4168,chr16,9770,137800
Peak_4169,chr4,49721,125108
Peak_4170,chr20,64673,103741
Peak_4171,chr9,65768,115859
Peak_4172,chr14,47226,157990
Peak_4173,chr9,54439,193334
Peak_4174,chr14,86148,133056
Peak_4175,chr10,50776,117294
Peak_4176,chr12,53296,190281
Peak_4177,chr16,71815,114180
Peak_4178,chr11,64306,196536
Peak_4179,chr12,96226,199920
Peak_4180,chr14,34317,108951
Peak_4181,chr20,93953,132826
Peak_4182,chr6,4366,183179
Peak_4183,chr6,62724,110424
Peak_4184,chr14,24095,190066
Peak_4185,chr4,66953,103548
Peak_4186,chr6,31856,145928
Peak_4187,chr11,23884,147928
Peak_4188,chr19,62112,166289
Peak_4189,chr12,40415,136847
Peak_4190,chr9,57203,129367
Peak_4191,chr10,13304,157068
Peak_4192,chr21,87531,139793
Peak_4193,chr2,62114,169043
Peak_4194,chr7,47788,133958
Peak_4195,chr18,35298,165981
Peak_4196,chr11,64653,140757
Peak_4197,chr13,57994,190963
Peak_4198,chr5,61372,192173
Peak_4199,chr18,43714,146009
Peak_4200,chr16,7238,168215
Peak_4201,chr13,50041,196856
Peak_4202,chr13,87406,190737
Peak_4203,chr17,8201,189230
Peak_4204,chr12,21066,140365
Peak_4205,chr14,85238,118265
Peak_4206,chr1,5156,158426
Peak_4207,chr20,90758,195416
Peak_4208,chr4,99819,165764
Peak_4209,chr4,66501,130359
Peak_4210,chr19,31857,142293
Peak_4211,chr17,53669,110179
Peak_4212,chr4,48360,151940
Peak_4213,chr16,92195,180318
Peak_4214,chr20,78518,120080
Peak_4215,chr18,92818,125676
Peak_4216,chr11,23134,141517
Peak_4217,chr11,50858,106611
Peak_4218,chr2,32710,143585
Peak_4219,chr16,73703,186382
Peak_4220,chr11,6864,149182
Peak_4221,chr12,43331,143950
Peak_4222,chr13,80749,129276
Peak_4223,chr3,25152,103163
Peak_4224,chr12,28546,122565
Peak_4225,chr5,42233,148055
Peak_4226,chr13,83976,182199
Peak_4227,chr1,54846,118243
Peak_4228,chr6,41208,175267
Peak_4229,chr16,63919,140931
Peak_4230,chr3,41168,137528
Peak_4231,chr8,99215,167532
Peak_4232,chr8,11172,181008
Peak_4233,chr6,65743,167599
Peak_4234,chr11,82048,186965
Peak_4235,chr9,63813,153882
Peak_4236,chr19,75674,173794
Peak_4237,chr20,75497,130258
Peak_4238,chr2,66579,145671
Peak_4239,chr6,50513,173787
Peak_4240,chr7,30152,104404
Peak_4241,chr20,5566,172975
Peak_4242,chr6,43550,151877
Peak_4243,chr1,83088,180331
Peak_4244,chr17,29594,197245
Peak_4245,chr18,34145,196318
Peak_4246,chr4,78297,156075
Peak_4247,chr18,32068,124073
Peak_4248,chr21,2024,177613
Peak_4249,chr9,81570,136904
Peak_4250,chr22,40730,156384
Peak_4251,chr1,58009,192259
Peak_4252,chr6,17062,106360
Peak_4253,chr17,44971,174540
Peak_4254,chr8,52303,152124
Peak_4255,chr5,18689,192656
Peak_4256,chr5,31186,177954
Peak_4257,chr12,57937,105708
Peak_4258,chr13,97813,155674
Peak_4259,chr18,89521,170475
Peak_4260,chr18,97241,178340
Peak_4261,chr18,88912,119430
Peak_4262,chr22,87860,187207
Peak_4263,chr15,35569,131891
Peak_4264,chr15,43181,100320
Peak_4265,chr11,94101,124307
Peak_4266,chr4,28875,183445
Peak_4267,chr9,7282,143029
Peak_4268,chr4,22128,118981
Peak_4269,chr2,42884,188145
Peak_4270,chr2,73583,128981
Peak_4271,chr7,60000,103746
Peak_4272,chr18,15150,119334
Peak_4273,chr4,9824,197570
Peak_4274,chr18,1206,142527
Peak_4275,chr15,30421,195803
Peak_4276,chr15,86971,111660
Peak_4277,chr14,13440,186969
Peak_4278,chr5,70663,108530
Peak_4279,chr21,64824,196343
Peak_4280,chr22,71279,159898
Peak_4281,chr3,3084,168425
Peak_4282,chr11,87678,166090
Peak_4283,chr7,87724,154902
Peak_4284,chr13,52987,164020
Peak_4285,chr18,73738,111293
Peak_4286,chr16,36275,146139
Peak_4287,chr7,30090,160932
Peak_4288,chr15,47379,133578
Peak_4289,chr12,18267,183966
Peak_4290,chr16,25712,188515
Peak_4291,chr12,70971,185587
Peak_4292,chr19,16402,169810
Peak_4293,chr18,5630,170642
Peak_4294,chr11,93673,109535
Peak_4295,chr16,85478,115828
Peak_4296,chr7,74256,165884
Peak_4297,chr17,45555,129553
Peak_4298,chr2,76149,174238
Peak_4299,chr16,10805,113341
Peak_4300,chr21,31726,185173
Peak_4301,chr11,67312,176766
Peak_4302,chr16,95417,176183
Peak_4303,chr21,17355,157211
Peak_4304,chr16,86794,136427
Peak_4305,chr13,38405,143634
Peak_4306,chr18,92740,177723
Peak_4307,chr18,78059,155141
Peak_4308,chr10,60457,168893
Peak_4309,chr16,58793,149513
Peak_4310,chr19,28129,143687
Peak_4311,chr8,38238,154638
Peak_4312,chr6,79413,156407
Peak_4313,chr11,70097,119113
Peak_4314,chr5,98808,183686
Peak_4315,chr8,81593,109107
Peak_4316,chr11,55563,187484
Peak_4317,chr5,97968,163869
Peak_4318,chr13,48605,102714
Peak_4319,chr15,44541,196009
Peak_4320,chr5,71067,196424
Peak_4321,chr13,99329,161761
Peak_4322,chr6,1936,126653
Peak_4323,chr13,89047,151481
Peak_4324,chr9,46687,158826
Peak_4325,chr11,63074,150895
Peak_4326,chr17,75387,179147
Peak_4327,chr16,60965,159546
Peak_4328,chr1,53800,137154
Peak_4329,chr15,71460,166038
Peak_4330,chr17,96160,179730
Peak_4331,chr8,89772,157482
Peak_4332,chr13,57759,149388
Peak_4333,chr11,34521,169685
Peak_4334,chr20,53990,116342
Peak_4335,chr14,31885,117531
Peak_4336,chr1,44434,171505
Peak_4337,chr9,32116,198765
Peak_4338,chr12,36085,152684
Peak_4339,chr2,31813,177677
Peak_4340,chr17,52461,149418
Peak_4341,chr18,68579,113172
Peak_4342,chr16,94436,107576
Peak_4343,chr21,12217,108167
Peak_4344,chr7,3264,100672
Peak_4345,chr2,67343,181339
Peak_4346,chr20,17509,174502
Peak_4347,chr7,11102,115760
Peak_4348,chr2,70445,142790
Peak_4349,chr21,79387,160766
Peak_4350,chr3,20968,173014
Peak_4351,chr2,86685,118870
Peak_4352,chr17,99008,105793
Peak_4353,chr20,31085,193787
Peak_4354,chr18,45903,108266
Peak_4355,chr11,81901,185055
Peak_4356,chr2,76181,154310
Peak_4357,chr2,66945,168604
Peak_4358,chr15,26838,128261
Peak_4359,chr3,26559,185848
Peak_4360,chr16,48281,113746
Peak_4361,chr2,60469,164426
Peak_4362,chr3,93152,107672
Peak_4363,chr10,11381,171339
Peak_4364,chr10,34078,112883
Peak_4365,chr16,55491,185778
Peak_4366,chr7,98756,105265
Peak_4367,chr18,76457,134475
Peak_4368,chr13,69824,105160
Peak_4369,chr20,2196,127853
Peak_4370,chr5,5877,184151
Peak_4371,chr2,19056,123263
Peak_4372,chr14,84113,149511
Peak_4373,chr9,61925,163760
Peak_4374,chr7,87258,190918
Peak_4375,chr22,48651,116779
Peak_4376,chr17,37110,105255
Peak_4377,chr21,78649,125417
Peak_4378,chr22,84737,105528
Peak_4379,chr22,10365,188970
Peak_4380,chr4,93142,171608
Peak_4381,chr2,65686,198604
Peak_4382,chr16,3323,172255
Peak_4383,chr5,89945,155127
Peak_4384,chr1,85033,138533
Peak_4385,chr6,3676,136774
Peak_4386,chr3,1483,187475
Peak_4387,chr10,84674,108666
Peak_4388,chr17,15696,176997
Peak_4389,chr22,73438,190741
Peak_4390,chr12,89703,156436
Peak_4391,chr18,25780,177940
Peak_4392,chr21,1659,187724
Peak_4393,chr13,39824,183969
Peak_4394,chr20,56680,198664
Peak_4395,chr1,1962,125453
Peak_4396,chr2,35256,173871
Peak_4397,chr7,86833,153510
Peak_4398,chr12,5381,147260
Peak_4399,chr6,5035,134760
Peak_4400,chr1,22216,195635
Peak_4401,chr16,23237,132805
Peak_4402,chr22,24168,118357
Peak_4403,chr11,97020,100661
Peak_4404,chr19,93734,172247
Peak_4405,chr13,69517,101621
Peak_4406,chr2,86007,154502
Peak_4407,chr5,53943,131321
Peak_4408,chr13,8379,103817
Peak_4409,chr17,18382,156929
Peak_4410,chr16,8057,176356
Peak_4411,chr3,64869,149082
Peak_4412,chr15,96488,118041
Peak_4413,chr15,81817,185067
Peak_4414,chr18,71258,139557
Peak_4415,chr4,16132,190023
Peak_4416,chr15,66517,155685
Peak_4417,chr10,61068,138779
Peak_4418,chr19,15890,199695
Peak_4419,chr19,5091,168770
Peak_4420,chr13,68215,184910
Peak_4421,chr6,38428,180264
Peak_4422,chr11,2762,149917
Peak_4423,chr20,26906,184193
Peak_4424,chr7,82266,186076
Peak_4425,chr22,12280,108378
Peak_4426,chr18,96528,168100
Peak_4427,chr14,19115,155029
Peak_4428,chr16,71183,148986
Peak_4429,chr20,96950,196389
Peak_4430,chr5,65266,176869
Peak_4431,chr14,90527,186622
Peak_4432,chr14,88388,112632
Peak_4433,chr12,84691,170988
Peak_4434,chr20,98694,124530
Peak_4435,chr20,98959,167693
Peak_4436,chr5,15257,135465
Peak_4437,chr13,72928,178935
Peak_4438,chr15,39971,150204
Peak_4439,chr17,48326,127923
Peak_4440,chr10,2902,184230
Peak_4441,chr19,57780,194696
Peak_4442,chr15,50815,146205
Peak_4443,chr10,34485,114422
Peak_4444,chr7,28291,105178
Peak_4445,chr21,46794,167494
Peak_4446,chr6,62722,161967
Peak_4447,chr15,55916,169790
Peak_4448,chr13,95663,184246
Peak_4449,chr14,10381,122567
Peak_4450,chr7,87376,114469
Peak_4451,chr6,51256,114151
Peak_4452,chr21,96714,141347
Peak_4453,chr21,20845,175432
Peak_4454,chr18,16931,153919
Peak_4455,chr15,64579,143132
Peak_4456,chr13,98499,111121
Peak_4457,chr7,55417,193134
Peak_4458,chr10,1666,196366
Peak_4459,chr4,7708,176628
Peak_4460,chr10,30496,186188
Peak_4461,chr12,20266,163409
Peak_4462,chr11,45558,187897
Peak_4463,chr12,1085,166250
Peak_4464,chr18,50188,104052
Peak_4465,chr18,54599,143207
Peak_4466,chr13,69034,130541
Peak_4467,chr10,23314,192291
Peak_4468,chr5,88243,183721
Peak_4469,chr20,98047,185418
Peak_4470,chr20,57962,101054
Peak_4471,chr18,70011,127566
Peak_4472,chr1,51693,154382
Peak_4473,chr11,31293,181898
Peak_4474,chr7,32402,109461
Peak_4475,chr17,95447,197598
Peak_4476,chr22,67949,146772
Peak_4477,chr2,30737,185152
Peak_4478,chr4,54553,108083
Peak_4479,chr11,14188,153793
Peak_4480,chr12,61686,126642
Peak_4481,chr13,46674,192391
Peak_4482,chr17,97080,177653
Peak_4483,chr6,83063,159212
Peak_4484,chr12,33268,169731
Peak_4485,chr12,70253,151384
Peak_4486,chr13,47193,198665
Peak_4487,chr21,47293,125528
Peak_4488,chr12,12453,131439
Peak_4489,chr17,80377,144132
Peak_4490,chr13,87895,173529
Peak_4491,chr6,35208,189634
Peak_4492,chr17,17692,121829
Peak_4493,chr10,6140,176643
Peak_4494,chr6,11814,137858
Peak_4495,chr14,14469,107486
Peak_4496,chr1,74900,100863
Peak_4497,chr16,47667,198324
Peak_4498,chr10,3386,178439
Peak_4499,chr7,96946,174141
Peak_4500,chr20,38851,125447
Peak_4501,chr1,27001,190484
Peak_4502,chr13,34669,103793
Peak_4503,chr20,92041,173222
Peak_4504,chr20,76918,174306
Peak_4505,chr13,12011,161477
Peak_4506,chr17,46625,175892
Peak_4507,chr20,20865,196419
Peak_4508,chr21,55890,168286
Peak_4509,chr12,28816,138691
Peak_4510,chr13,12989,189146
Peak_4511,chr22,2000,145803
Peak_4512,chr3,87088,166426
Peak_4513,chr15,79291,178982
Peak_4514,chr15,48623,183619
Peak_4515,chr5,55436,169942
Peak_4516,chr19,29809,142819
Peak_4517,chr18,54390,136162
Peak_4518,chr17,7038,119097
Peak_4519,chr9,59353,186078
Peak_4520,chr7,92205,105709
Peak_4521,chr12,9132,114662
Peak_4522,chr22,2145,118402
Peak_4523,chr9,51027,156227
Peak_4524,chr17,64489,106876
Peak_4525,chr21,28461,104176
Peak_4526,chr14,36449,150547
Peak_4527,chr3,40207,124277
Peak_4528,chr22,15530,112244
Peak_4529,chr15,17932,149091
Peak_4530,chr21,91767,189443
Peak_4531,chr4,31029,196647
Peak_4532,chr14,52989,190805
Peak_4533,chr1,41530,171153
Peak_4534,chr15,94437,186708
Peak_4535,chr15,66246,117811
Peak_4536,chr13,79189,151046
Peak_4537,chr1,72080,178341
Peak_4538,chr2,20759,174101
Peak_4539,chr15,25806,133306
Peak_4540,chr14,53115,122878
Peak_4541,chr2,20191,188894
Peak_4542,chr11,33026,112342
Peak_4543,chr7,43788,177940
Peak_4544,chr15,45193,131867
Peak_4545,chr19,3325,127088
Peak_4546,chr15,60094,102274
Peak_4547,chr15,55770,160678
Peak_4548,chr5,19433,195196
Peak_4549,chr6,89719,172983
Peak_4550,chr9,25627,157567
Peak_4551,chr14,6702,181988
Peak_4552,chr1,17623,132941
Peak_4553,chr8,20859,155668
Peak_4554,chr22,73440,167315
Peak_4555,chr20,90047,191108
Peak_4556,chr12,37968,145519
Peak_4557,chr20,33110,146678
Peak_4558,chr7,33620,124892
Peak_4559,chr8,12068,114090
Peak_4560,chr18,60348,136362
Peak_4561,chr18,58697,171568
Peak_4562,chr8,44240,199250
Peak_4563,chr19,73448,162635
Peak_4564,chr10,42754,105489
Peak_4565,chr3,32407,104650
Peak_4566,chr1,84220,129703
Peak_4567,chr21,38381,145528
Peak_4568,chr9,55315,169944
Peak_4569,chr17,80842,185874
Peak_4570,chr19,42164,152451
Peak_4571,chr6,54139,116698
Peak_4572,chr18,8843,119524
Peak_4573,chr1,87358,140306
Peak_4574,chr9,94415,102730
Peak_4575,chr19,18247,125487
Peak_4576,chr11,40171,106979
Peak_4577,chr18,72464,189084
Peak_4578,chr11,62125,133802
Peak_4579,chr20,66428,162370
Peak_4580,chr21,28262,118708
Peak_4581,chr7,61336,166493
Peak_4582,chr20,88645,193422
Peak_4583,chr22,68651,103388
Peak_4584,chr8,18315,144850
Peak_4585,chr6,71278,154006
Peak_4586,chr14,93989,148277
Peak_4587,chr4,75936,182102
Peak_4588,chr17,24451,118065
Peak_4589,chr19,24603,180642
Peak_4590,chr14,13243,130489
Peak_4591,chr17,36504,119448
Peak_4592,chr6,30157,102463
Peak_4593,chr2,26329,114983
Peak_4594,chr1,90419,154802
Peak_4595,chr7,23471,114047
Peak_4596,chr2,19511,126941
Peak_4597,chr4,16528,142074
Peak_4598,chr2,29416,141498
Peak_4599,chr5,85863,105715
Peak_4600,chr14,43418,124885
Peak_4601,chr11,5489,145381
Peak_4602,chr12,98927,153669
Peak_4603,chr1,89373,136235
Peak_4604,chr10,61216,198502
Peak_4605,chr6,75998,169290
Peak_4606,chr1,44915,128652
Peak_4607,chr7,16772,133692
Peak_4608,chr16,4889,100590
Peak_4609,chr2,66614,151901
Peak_4610,chr16,21879,165699
Peak_4611,chr21,67818,112019
Peak_4612,chr16,81732,177567
Peak_4613,chr22,20535,108834
Peak_4614,chr19,46671,130056
Peak_4615,chr11,96564,173663
Peak_4616,chr17,28473,101211
Peak_4617,chr20,51365,199068
Peak_4618,chr13,44524,106614
Peak_4619,chr10,93658,121034
Peak_4620,chr11,97635,113451
Peak_4621,chr10,24865,170369
Peak_4622,chr22,43607,111361
Peak_4623,chr6,19144,171733
Peak_4624,chr22,23302,156336
Peak_4625,chr6,73766,157577
Peak_4626,chr9,45246,174854
Peak_4627,chr15,83098,191963
Peak_4628,chr15,73199,137559
Peak_4629,chr11,23841,165606
Peak_4630,chr20,80035,175835
Peak_4631,chr15,7055,161008
Peak_4632,chr20,29037,123169
Peak_4633,chr18,97672,158786
Peak_4634,chr17,49145,143838
Peak_4635,chr7,5218,174049
Peak_4636,chr5,28869,199556
Peak_4637,chr1,27095,139227
Peak_4638,chr8,30092,109801
Peak_4639,chr2,35496,176527
Peak_4640,chr9,64002,129854
Peak_4641,chr21,62846,195246
Peak_4642,chr15,42167,172005
Peak_4643,chr21,58892,133239
Peak_4644,chr21,45362,123997
Peak_4645,chr10,36866,197125
Peak_4646,chr18,76297,125859
Peak_4647,chr9,31865,197749
Peak_4648,chr14,49803,131280
Peak_4649,chr6,75169,122188
Peak_4650,chr5,56886,146879
Peak_4651,chr14,19639,177157
Peak_4652,chr10,99125,174619
Peak_4653,chr6,61909,160642
Peak_4654,chr5,33098,120373
Peak_4655,chr10,7721,147753
Peak_4656,chr19,58171,166496
Peak_4657,chr22,33463,104293
Peak_4658,chr16,98037,140149
Peak_4659,chr6,92963,166392
Peak_4660,chr10,37613,147205
Peak_4661,chr14,73604,133783
Peak_4662,chr14,58371,169669
Peak_4663,chr13,72429,108776
Peak_4664,chr8,66416,157077
Peak_4665,chr17,76351,106180
Peak_4666,chr2,57584,146637
Peak_4667,chr21,88065,150980
Peak_4668,chr3,93105,131440
Peak_4669,chr14,68938,179371
Peak_4670,chr4,83876,162181
Peak_4671,chr19,66578,103947
Peak_4672,chr20,25223,167247
Peak_4673,chr17,32909,100320
Peak_4674,chr17,18251,158936
Peak_4675,chr13,48238,130771
Peak_4676,chr8,78312,185598
Peak_4677,chr11,53718,122217
Peak_4678,chr3,45749,111522
Peak_4679,chr22,98927,139051
Peak_4680,chr17,79782,144060
Peak_4681,chr16,29361,169999
Peak_4682,chr1,38557,148302
Peak_4683,chr2,81578,136069
Peak_4684,chr16,61432,175974
Peak_4685,chr8,22354,191965
Peak_4686,chr17,99693,137647
Peak_4687,chr22,64906,153690
Peak_4688,chr15,23307,122896
Peak_4689,chr11,21583,114943
Peak_4690,chr15,92549,148241
Peak_4691,chr7,18609,156485
Peak_4692,chr2,14767,185518
Peak_4693,chr10,52071,189800
Peak_4694,chr11,84586,183964
Peak_4695,chr3,94139,101725
Peak_4696,chr6,84363,115931
Peak_4697,chr19,23474,150554
Peak_4698,chr22,23244,149157
Peak_4699,chr6,96934,173089
Peak_4700,chr19,7095,183933
Peak_4701,chr19,67346,126754
Peak_4702,chr17,70576,198777
Peak_4703,chr19,55178,129390
Peak_4704,chr20,58588,177396
Peak_4705,chr8,88649,139422
Peak_4706,chr11,67017,175456
Peak_4707,chr12,59931,169278
Peak_4708,chr15,64255,153759
Peak_4709,chr4,27934,177086
Peak_4710,chr22,37387,107405
Peak_4711,chr8,42374,130548
Peak_4712,chr5,84440,120711
Peak_4713,chr22,11890,126202
Peak_4714,chr1,82337,177904
Peak_4715,chr21,18821,141637
Peak_4716,chr4,59963,132008
Peak_4717,chr14,85385,171244
Peak_4718,chr18,7729,138283
Peak_4719,chr6,3950,157384
Peak_4720,chr21,4620,168466
Peak_4721,chr19,66725,193497
Peak_4722,chr9,80186,132061
Peak_4723,chr6,56278,184202
Peak_4724,chr9,94119,179759
Peak_4725,chr18,99660,147885
Peak_4726,chr13,83150,188202
Peak_4727,chr11,29315,100221
Peak_4728,chr8,91844,171863
Peak_4729,chr2,15699,123776
Peak_4730,chr6,18244,196632
Peak_4731,chr13,96329,160328
Peak_4732,chr14,73004,154861
Peak_4733,chr13,58459,144130
Peak_4734,chr11,94407,139121
Peak_4735,chr9,83981,170100
Peak_4736,chr11,81330,137685
Peak_4737,chr8,33902,100974
Peak_4738,chr5,29821,101578
Peak_4739,chr14,52568,105487
Peak_4740,chr2,38160,107708
Peak_4741,chr14,80950,192538
Peak_4742,chr7,81996,125011
Peak_4743,chr9,48999,191817
Peak_4744,chr10,10445,107398
Peak_4745,chr10,42977,153451
Peak_4746,chr11,88223,121448
Peak_4747,chr2,14784,144900
Peak_4748,chr21,76480,117345
Peak_4749,chr15,69337,178125
Peak_4750,chr4,79036,103026
Peak_4751,chr7,39032,143396
Peak_4752,chr8,13983,132807
Peak_4753,chr16,59110,135765
Peak_4754,chr3,9106,138116
Peak_4755,chr19,95853,120139
Peak_4756,chr11,14610,114109
Peak_4757,chr21,4085,138524
Peak_4758,chr4,68420,173830
Peak_4759,chr11,46448,159921
Peak_4760,chr9,4758,129972
Peak_4761,chr6,50289,192843
Peak_4762,chr2,21384,111747
Peak_4763,chr2,79410,187194
Peak_4764,chr5,11566,143314
Peak_4765,chr11,56653,185265
Peak_4766,chr11,3697,118268
Peak_4767,chr2,89392,140757
Peak_4768,chr13,99933,194345
Peak_4769,chr10,84758,129582
Peak_4770,chr22,72976,140976
Peak_4771,chr12,99105,182535
Peak_4772,chr8,1423,154730
Peak_4773,chr14,5837,138002
Peak_4774,chr2,29860,145163
Peak_4775,chr19,40036,198850
Peak_4776,chr19,43792,139268
Peak_4777,chr19,19786,199655
Peak_4778,chr3,53864,182720
Peak_4779,chr7,24247,198270
Peak_4780,chr1,19012,145336
Peak_4781,chr21,89633,136100
Peak_4782,chr22,84603,110703
Peak_4783,chr14,33792,193898
Peak_4784,chr13,72314,199811
Peak_4785,chr1,42591,105656
Peak_4786,chr14,93679,103312
Peak_4787,chr10,66672,198329
Peak_4788,chr21,51185,162046
Peak_4789,chr8,93858,153495
Peak_4790,chr12,3567,128079
Peak_4791,chr17,93033,128193
Peak_4792,chr22,42524,177253
Peak_4793,chr15,39234,179524
Peak_4794,chr13,42363,102976
Peak_4795,chr22,26966,196172
Peak_4796,chr20,37938,160672
Peak_4797,chr11,16306,105579
Peak_4798,chr10,48184,120070
Peak_4799,chr4,81608,179138
Peak_4800,chr21,5430,115082
Peak_4801,chr17,16027,163696
Peak_4802,chr21,72954,188079
Peak_4803,chr15,43595,114178
Peak_4804,chr20,14581,154735
Peak_4805,chr16,71637,142544
Peak_4806,chr8,22931,136079
Peak_4807,chr6,16604,147005
Peak_4808,chr19,29236,138031
Peak_4809,chr1,78739,171785
Peak_4810,chr14,78080,121782
Peak_4811,chr1,98597,159778
Peak_4812,chr2,87938,102102
Peak_4813,chr11,68261,175264
Peak_4814,chr7,54119,130468
Peak_4815,chr3,35326,170946
Peak_4816,chr5,61040,189978
Peak_4817,chr7,25406,199050
Peak_4818,chr2,41824,157134
Peak_4819,chr14,87354,196935
Peak_4820,chr18,18138,166002
Peak_4821,chr14,41005,146041
Peak_4822,chr8,20258,154170
Peak_4823,chr5,38215,172389
Peak_4824,chr5,7164,178430
Peak_4825,chr19,93907,189482
Peak_4826,chr6,41027,113436
Peak_4827,chr19,36290,134250
Peak_4828,chr20,20729,100403
Peak_4829,chr7,6106,180880
Peak_4830,chr15,40893,130107
Peak_4831,chr21,9326,199450
Peak_4832,chr13,48812,180959
Peak_4833,chr18,79904,106649
Peak_4834,chr16,26643,140167
Peak_4835,chr7,60354,187916
Peak_4836,chr6,6239,103672
Peak_4837,chr6,5880,143472
Peak_4838,chr20,38724,137746
Peak_4839,chr19,66843,123961
Peak_4840,chr4,77667,181334
Peak_4841,chr21,83085,172664
Peak_4842,chr19,67457,104403
Peak_4843,chr7,57857,199542
Peak_4844,chr19,68745,199874
Peak_4845,chr20,87912,171897
Peak_4846,chr19,26407,100969
Peak_4847,chr20,53353,149133
Peak_4848,chr14,47229,187068
Peak_4849,chr16,73447,138188
Peak_4850,chr21,64983,133647
Peak_4851,chr11,79897,175634
Peak_4852,chr6,39372,153383
Peak_4853,chr17,27483,138730
Peak_4854,chr12,68193,181989
Peak_4855,chr15,93921,129114
Peak_4856,chr16,50403,104834
Peak_4857,chr17,75263,161299
Peak_4858,chr19,84302,102558
Peak_4859,chr8,36434,129621
Peak_4860,chr20,20565,148523
Peak_4861,chr17,23443,175630
Peak_4862,chr17,63150,111744
Peak_4863,chr2,48847,188120
Peak_4864,chr16,71127,145088
Peak_4865,chr1,50485,149134
Peak_4866,chr10,62362,106340
Peak_4867,chr16,35730,171970
Peak_4868,chr18,81759,118281
Peak_4869,chr18,17778,161765
Peak_4870,chr7,32810,194955
Peak_4871,chr21,92610,163241
Peak_4872,chr1,42417,147273
Peak_4873,chr14,75523,132233
Peak_4874,chr6,24288,194710
Peak_4875,chr21,2976,157861
Peak_4876,chr9,62185,153423
Peak_4877,chr7,67444,119994
Peak_4878,chr6,34082,193760
Peak_4879,chr12,67394,174175
Peak_4880,chr22,31942,127178
Peak_4881,chr8,6965,168358
Peak_4882,chr21,38815,130984
Peak_4883,chr18,31721,105005
Peak_4884,chr7,97123,152524
Peak_4885,chr18,70994,120287
Peak_4886,chr5,74617,194309
Peak_4887,chr10,49046,150899
Peak_4888,chr14,64469,103870
Peak_4889,chr14,4552,172642
Peak_4890,chr7,52099,190078
Peak_4891,chr17,73951,103293
Peak_4892,chr12,18481,175532
Peak_4893,chr17,22561,140897
Peak_4894,chr5,21063,137168
Peak_4895,chr21,51661,137237
Peak_4896,chr22,23355,171235
Peak_4897,chr10,35796,124517
Peak_4898,chr7,43240,186903
Peak_4899,chr7,25550,170291
Peak_4900,chr15,63397,138113
Peak_4901,chr10,39848,121735
Peak_4902,chr12,96117,149778
Peak_4903,chr18,57232,131003
Peak_4904,chr20,57347,104017
Peak_4905,chr11,59986,171381
Peak_4906,chr7,31607,121118
Peak_4907,chr9,55803,154212
Peak_4908,chr11,81362,134563
Peak_4909,chr15,10403,147576
Peak_4910,chr2,52283,179008
Peak_4911,chr11,15588,189142
Peak_4912,chr11,18969,102002
Peak_4913,chr2,54086,113561
Peak_4914,chr5,74517,199330
Peak_4915,chr13,55230,103127
Peak_4916,chr11,39161,109821
Peak_4917,chr11,99978,114619
Peak_4918,chr5,8216,109022
Peak_4919,chr13,75470,196952
Peak_4920,chr7,96301,100737
Peak_4921,chr22,96819,179326
Peak_4922,chr17,29724,130602
Peak_4923,chr16,83765,179902
Peak_4924,chr19,13991,107308
Peak_4925,chr2,81233,188072
Peak_4926,chr5,23050,171293
Peak_4927,chr20,13997,127526
Peak_4928,chr5,90880,121645
Peak_4929,chr21,23918,125236
Peak_4930,chr19,77577,102214
Peak_4931,chr18,41117,122606
Peak_4932,chr18,91262,157425
Peak_4933,chr16,71711,100853
Peak_4934,chr13,63171,142807
Peak_4935,chr16,77046,135565
Peak_4936,chr19,95755,138773
Peak_4937,chr21,57109,147599
Peak_4938,chr21,70311,193757
Peak_4939,chr8,62185,198698
Peak_4940,chr2,64728,186947
Peak_4941,chr13,29095,191423
Peak_4942,chr11,43077,169673
Peak_4943,chr12,20165,148368
Peak_4944,chr17,94767,135866
Peak_4945,chr1,89668,132246
Peak_4946,chr5,33060,142590
Peak_4947,chr17,3042,153621
Peak_4948,chr9,11672,139048
Peak_4949,chr3,44359,194840
Peak_4950,chr6,72366,100565
Peak_4951,chr15,26527,139610
Peak_4952,chr18,52456,174727
Peak_4953,chr8,96143,176435
Peak_4954,chr10,93131,149934
Peak_4955,chr10,11965,103175
Peak_4956,chr6,58077,106601
Peak_4957,chr8,10713,142176
Peak_4958,chr16,23652,159104
Peak_4959,chr14,76156,133421
Peak_4960,chr15,32711,174132
Peak_4961,chr9,60295,179246
Peak_4962,chr19,72507,162622
Peak_4963,chr4,75105,165017
Peak_4964,chr16,27342,115881
Peak_4965,chr5,78500,107831
Peak_4966,chr22,38109,186996
Peak_4967,chr10,71915,105692
Peak_4968,chr4,15293,123174
Peak_4969,chr12,14619,113883
Peak_4970,chr1,9561,175691
Peak_4971,chr22,18067,142052
Peak_4972,chr9,22650,184214
Peak_4973,chr2,20913,142199
Peak_4974,chr20,96044,116370
Peak_4975,chr1,59691,123830
Peak_4976,chr15,65997,191161
Peak_4977,chr18,27043,123994
Peak_4978,chr15,88521,186261
Peak_4979,chr4,43097,192327
Peak_4980,chr4,63980,131747
Peak_4981,chr15,58542,121684
Peak_4982,chr21,22008,132034
Peak_4983,chr6,74346,186443
Peak_4984,chr14,71384,133294
Peak_4985,chr10,79075,165263
Peak_4986,chr17,84501,131069
Peak_4987,chr13,15749,195863
Peak_4988,chr17,65854,134182
